Country Name	Series Name	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
Angola	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Angola	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Angola	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Angola	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Angola	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Angola	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Angola	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2	2
Antigua and Barbuda	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Cost to enforce a contract (% of claim)	22.7	22.7	22.7	22.7	22.7	22.7	22.7	22.7	22.7	22.7	22.7
Antigua and Barbuda	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Cost to get electricity (% of income per capita)	..	..	..	..	116.4	132.2	150.1	131.3	126.2	122.9	118.8
Antigua and Barbuda	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Cost to register property (% of property value)	12	11.5	10.9	10.9	10.8	10.9	10.9	10.9	10.8	10.8	10.8
Antigua and Barbuda	Cost to start a business (% of income per capita)	12.5	12	11.3	11.1	9.2	10.5	12	10.5	10	9.8	9.5
Antigua and Barbuda	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	1	1	1
Antigua and Barbuda	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	99	104
Antigua and Barbuda	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	6.7	6.7	6.7
Antigua and Barbuda	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	4.7	4.7	4.7
Antigua and Barbuda	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	2	2	2
Antigua and Barbuda	Minimum paid-in capital required to start a business (% of income per capita)	0	0	0	0	0	0	0	0	0	0	0
Antigua and Barbuda	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Antigua and Barbuda	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Procedures required to build a warehouse (number)	13	16	16	16	16	16	16	16	16	16	16
Antigua and Barbuda	Procedures required to connect to electricity (number)	..	..	..	..	4	4	4	4	4	4	4
Antigua and Barbuda	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Procedures required to register property (number)	6	6	6	6	6	7	7	7	7	7	7
Antigua and Barbuda	Procedures required to start a business (number)	8	8	8	8	8	8	8	8	8	8	8
Antigua and Barbuda	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0	0	0
Antigua and Barbuda	Resolving Insolvency: cost (% of estate)	7	7	7	7	7	7	7	7	7	7	7
Antigua and Barbuda	Resolving Insolvency: recovery rate (cents on the dollar)	33.2	33.2	35.3	35.5	35.5	36.7	35	35.2	35.9	36.1	36
Antigua and Barbuda	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	5	5	5
Antigua and Barbuda	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Tax payments (number)	45	45	45	57	57	57	57	57	57	57	57
Antigua and Barbuda	Time required to build a warehouse (days)	124	110	110	110	110	110	110	110	110	110	110
Antigua and Barbuda	Time required to connect to electricity (days)	..	..	..	..	42	42	42	42	42	42	42
Antigua and Barbuda	Time required to enforce a contract (days)	351	351	351	351	351	351	351	351	351	351	351
Antigua and Barbuda	Time required to register property (days)	25	25	25	25	25	25	25	25	25	25	39
Antigua and Barbuda	Time required to start a business (days)	25	21	21	21	21	21	21	21	21	21	21
Antigua and Barbuda	Time to prepare and pay taxes (hours)	184	184	184	207	207	207	207	207	207	207	207
Antigua and Barbuda	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	3	3
Antigua and Barbuda	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Antigua and Barbuda	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2.5	2.5	2.5
Argentina	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Cost to enforce a contract (% of claim)	16.5	16.5	16.5	16.5	16.5	16.5	16.5	18.5	20.5	22.5	22.5
Argentina	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Cost to get electricity (% of income per capita)	..	..	..	..	45.7	46.3	37.6	32	37.3	41.9	24.9
Argentina	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Cost to register property (% of property value)	8	7.8	7	7	7	7	7	7	6.6	6.6	6.6
Argentina	Cost to start a business (% of income per capita)	12.5	11.6	9.4	8.8	13.7	16.7	14	12.2	19.9	15.1	9.7
Argentina	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	1	1	1
Argentina	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	117	121
Argentina	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	5	5	5
Argentina	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	7	7	7
Argentina	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	4	4	4
Argentina	Minimum paid-in capital required to start a business (% of income per capita)	21.8	18.8	15.9	12.4	9.8	9.1	7.3	5.7	5.7	4	2.3
Argentina	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Argentina	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Procedures required to build a warehouse (number)	21	21	21	21	21	21	21	21	21	21	21
Argentina	Procedures required to connect to electricity (number)	..	..	..	..	6	6	6	6	6	6	6
Argentina	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Procedures required to register property (number)	5	5	5	5	6	6	7	7	7	7	7
Argentina	Procedures required to start a business (number)	13	13	13	14	14	14	14	14	14	14	14
Argentina	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2	2
Argentina	Resolving Insolvency: cost (% of estate)	12	12	12	12	12	12	12	12	12	12	12
Argentina	Resolving Insolvency: recovery rate (cents on the dollar)	36.9	36.2	34.4	29.8	29.8	32.8	32.9	30.8	30.8	28.6	24.5
Argentina	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	9.5	9.5	9.5
Argentina	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Tax payments (number)	62	19	19	9	9	9	9	9	9	9	9
Argentina	Time required to build a warehouse (days)	341	341	341	341	341	341	341	341	341	341	341
Argentina	Time required to connect to electricity (days)	..	..	..	..	91	91	91	91	91	92	92
Argentina	Time required to enforce a contract (days)	590	590	590	590	590	590	590	590	590	590	590
Argentina	Time required to register property (days)	51	51	51	51	51	51	51.5	51.5	51.5	51.5	51.5
Argentina	Time required to start a business (days)	30	30	30	30.5	25.5	25	25	25	25	25	25
Argentina	Time to prepare and pay taxes (hours)	453	453	453	453	453	453	415	405	405	405	405
Argentina	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	2.8	2.8
Argentina	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Argentina	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	3	3	3
Armenia	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Cost to enforce a contract (% of claim)	19	19	19	19	19	19	19	19	14	14	14
Armenia	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Cost to get electricity (% of income per capita)	..	..	..	..	238.5	278.9	257.8	107.3	98.9	92.6	87.3
Armenia	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Cost to register property (% of property value)	0.5	0.4	0.4	0.3	0.3	0.3	0.3	0.2	0.2	0.2	0.2
Armenia	Cost to start a business (% of income per capita)	6.1	5.1	4.8	3.6	2.6	3.1	2.9	2.5	1.1	1	1
Armenia	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	1	1	1
Armenia	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	38	35
Armenia	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	6.3	6.3	6.3
Armenia	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	5.7	5.7	5.7
Armenia	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	2	2	2
Armenia	Minimum paid-in capital required to start a business (% of income per capita)	4	3.3	3.1	2.3	0	0	0	0	0	0	0
Armenia	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Armenia	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Procedures required to build a warehouse (number)	25	23	23	21	21	21	20	20	20	20	18
Armenia	Procedures required to connect to electricity (number)	..	..	..	..	5	5	5	4	4	4	4
Armenia	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Procedures required to register property (number)	4	3	3	3	3	3	3	3	3	3	3
Armenia	Procedures required to start a business (number)	9	8	8	8	5	5	3	3	2	2	2
Armenia	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	3	3	3
Armenia	Resolving Insolvency: cost (% of estate)	11	11	11	11	11	11	11	11	11	11	11
Armenia	Resolving Insolvency: recovery rate (cents on the dollar)	35.6	36.5	36.6	36.6	36.6	35.6	35.3	36.1	36.4	37.2	36.9
Armenia	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	9	9	9
Armenia	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Tax payments (number)	50	50	50	50	50	50	34	13	10	10	10
Armenia	Time required to build a warehouse (days)	192	158	158	156	144	144	84	84	84	84	84
Armenia	Time required to connect to electricity (days)	..	..	..	..	235	235	235	235	180	180	180
Armenia	Time required to enforce a contract (days)	285	285	285	285	285	285	570	570	570	570	570
Armenia	Time required to register property (days)	6	5	5	5	5	7	7	7	7	7	7
Armenia	Time required to start a business (days)	18	17	17	17	14	14	8	8	4	3	3
Armenia	Time to prepare and pay taxes (hours)	572	572	578	578	578	578	498	372	372	313	313
Armenia	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	1.9	1.9
Armenia	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Armenia	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Cost to enforce a contract (% of claim)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Cost to get electricity (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Cost to register property (% of property value)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Cost to start a business (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Minimum paid-in capital required to start a business (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Procedures required to build a warehouse (number)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Procedures required to connect to electricity (number)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Procedures required to register property (number)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Procedures required to start a business (number)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Aruba	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	..	..	..
